protein_accession	foldseek_rank	query	target	evalue	bits	prob	alnlen	pident	lddt	alntmscore	qtmscore	ttmscore	taxid	taxname
YP_009882250.1	10	YP_009882250.1	7rfo-assembly1_C	5.389E-10	207	1.000	352	11.900	5.283E-01	3.847E-01	1.654E-01	2.957E-01	1987159	Kuttervirus CBA120
YP_009882250.1	11	YP_009882250.1	7rfv-assembly1_A	5.796E-11	286	1.000	203	15.200	6.258E-01	5.298E-01	1.490E-01	3.614E-01	1987159	Kuttervirus CBA120
YP_009882250.1	12	YP_009882250.1	7rej-assembly2_B	2.787E-09	231	1.000	210	16.600	5.896E-01	4.861E-01	1.460E-01	3.368E-01	1987159	Kuttervirus CBA120
YP_009882250.1	13	YP_009882250.1	8es4-assembly1_F	7.366E-03	76	0.971	139	13.600	4.164E-01	4.294E-01	9.368E-02	3.494E-01	2530183	Shigella phage Buco
YP_009882250.1	14	YP_009882250.1	6qt9-assembly1_C-13	2.491E-01	72	0.949	100	12.000	5.598E-01	6.443E-01	9.963E-02	2.527E-01	326574	Haloarcula hispanica SH1 virus
YP_009882250.1	15	YP_009882250.1	6h9c-assembly1_Z	1.033E-01	69	0.923	100	13.000	4.762E-01	5.632E-01	8.972E-02	2.216E-01	662475	Haloarcula marismortui ATCC 33799
YP_009882250.1	16	YP_009882250.1	9ilp-assembly1_a	6.849E-02	60	0.772	136	13.900	4.194E-01	4.327E-01	9.721E-02	2.995E-01	2695836	Escherichia phage T5
YP_009882250.1	17	YP_009882250.1	8hqo-assembly1_R	5.416E-02	58	0.720	150	12.600	3.819E-01	4.167E-01	9.136E-02	2.869E-01	2681606	Escherichia phage DT57C
YP_009882250.1	18	YP_009882250.1	8i4m-assembly1_m	1.111E-02	57	0.692	226	11.900	3.452E-01	3.185E-01	1.073E-01	2.965E-01	2914505	Prochlorococcus phage P-SCSP1u
YP_009882250.1	19	YP_009882250.1	7y1c-assembly1_e	8.168E-02	55	0.632	125	15.200	3.916E-01	4.018E-01	8.854E-02	2.871E-01	2936516	Klebsiella phage Kp9
YP_009882250.1	20	YP_009882250.1	7y22-assembly1_g	2.089E-01	48	0.411	139	15.800	4.000E-01	3.944E-01	9.178E-02	2.907E-01	2936515	Klebsiella phage Kp7
YP_009362986.1	1	YP_009362986.1	8wql-assembly1_b2	6.026E+00	20	0.029	139	16.500	3.368E-01	2.204E-01	1.309E-01	1.733E-01	153964	Arthrospira sp. FACHB-439
YP_009362986.1	2	YP_009362986.1	9hcj-assembly1_P0	9.097E+00	18	0.020	240	10.000	3.313E-01	2.223E-01	2.017E-01	7.889E-02	44689	Dictyostelium discoideum
YP_009362986.1	3	YP_009362986.1	6kon-assembly1_F	7.795E+00	14	0.010	218	15.100	2.957E-01	1.527E-01	1.266E-01	1.521E-01	83332	Mycobacterium tuberculosis H37Rv
YP_009337908.1	1	YP_009337908.1	8k4a-assembly1_B	6.877E+00	8	0.000	119	20.100	2.090E-01	1.428E-01	9.975E-02	3.415E-02	77763	Banna virus
YP_009337908.1	2	YP_009337908.1	8k43-assembly1_B1	6.368E+00	8	0.000	117	21.300	2.211E-01	1.434E-01	9.928E-02	3.459E-02	77763	Banna virus
YP_009337908.1	3	YP_009337908.1	8k49-assembly1_B	6.877E+00	8	0.000	119	21.800	2.184E-01	1.425E-01	9.890E-02	3.435E-02	77763	Banna virus
YP_009881537.1	1	YP_009881537.1	5iv5-assembly1_I	7.507E-46	656	1.000	623	48.900	5.683E-01	2.313E-01	2.299E-01	2.309E-01	10665	Tequatrovirus T4
YP_009881537.1	2	YP_009881537.1	5iv7-assembly1_F	2.815E-08	166	1.000	313	17.200	4.715E-01	4.027E-01	2.197E-01	3.707E-01	10665	Tequatrovirus T4
YP_009881537.1	3	YP_009881537.1	2fl8-assembly1_A	4.595E-21	373	1.000	613	27.500	5.680E-01	3.254E-01	1.955E-01	3.245E-01	10665	Tequatrovirus T4
YP_009881537.1	4	YP_009881537.1	2fkk-assembly1_A	4.410E-13	350	1.000	181	51.900	6.209E-01	6.230E-01	1.950E-01	5.691E-01	10665	Tequatrovirus T4
YP_009881537.1	5	YP_009881537.1	5hx2-assembly1_G	2.256E-12	332	1.000	155	61.200	6.142E-01	6.251E-01	1.882E-01	3.149E-01	10665	Tequatrovirus T4
YP_009881537.1	6	YP_009881537.1	5hx2-assembly1_H	2.256E-12	199	1.000	614	29.900	4.424E-01	3.121E-01	1.877E-01	3.113E-01	10665	Tequatrovirus T4
YP_009881537.1	7	YP_009881537.1	7rej-assembly1_A	3.868E-11	211	1.000	368	12.200	5.253E-01	3.554E-01	1.643E-01	2.698E-01	1987159	Kuttervirus CBA120
YP_009881537.1	8	YP_009881537.1	7rfo-assembly1_C	1.018E-10	205	1.000	358	12.000	5.124E-01	3.653E-01	1.577E-01	2.785E-01	1987159	Kuttervirus CBA120
YP_009881537.1	9	YP_009881537.1	7rfv-assembly1_A	7.117E-12	291	1.000	203	15.200	6.040E-01	5.242E-01	1.533E-01	3.584E-01	1987159	Kuttervirus CBA120
YP_009881537.1	10	YP_009881537.1	7rfo-assembly1_B	1.562E-11	220	1.000	351	11.100	5.312E-01	3.581E-01	1.523E-01	2.686E-01	1987159	Kuttervirus CBA120
YP_009881537.1	11	YP_009881537.1	7rej-assembly2_B	2.372E-10	250	1.000	211	15.600	5.842E-01	5.089E-01	1.465E-01	3.424E-01	1987159	Kuttervirus CBA120
YP_009881537.1	12	YP_009881537.1	8i4m-assembly1_m	8.655E-03	84	0.991	121	14.000	4.345E-01	5.541E-01	1.050E-01	2.938E-01	2914505	Prochlorococcus phage P-SCSP1u
YP_009881537.1	13	YP_009881537.1	8es4-assembly1_F	3.081E-02	62	0.817	140	15.000	4.133E-01	4.142E-01	9.253E-02	3.443E-01	2530183	Shigella phage Buco
YP_009881537.1	14	YP_009881537.1	6h9c-assembly1_Z	1.238E-01	56	0.663	100	13.000	3.934E-01	4.881E-01	7.889E-02	1.924E-01	662475	Haloarcula marismortui ATCC 33799
YP_009881537.1	15	YP_009881537.1	6qt9-assembly1_C-13	8.064E-01	51	0.505	100	13.000	4.907E-01	5.790E-01	8.889E-02	2.267E-01	326574	Haloarcula hispanica SH1 virus
YP_009881537.1	16	YP_009881537.1	9ilp-assembly1_a	8.064E-01	47	0.382	100	11.000	4.308E-01	5.655E-01	9.628E-02	3.001E-01	2695836	Escherichia phage T5
YP_009881537.1	17	YP_009881537.1	6h82-assembly1_A	1.159E+00	42	0.254	101	13.800	4.370E-01	4.963E-01	8.374E-02	2.022E-01	1154689	Haloarcula hispanica icosahedral virus 2
YP_009881537.1	18	YP_009881537.1	7y1c-assembly1_e	3.904E-01	42	0.254	95	15.700	3.412E-01	4.403E-01	8.085E-02	2.469E-01	2936516	Klebsiella phage Kp9
YP_009881537.1	19	YP_009881537.1	5mkc-assembly1_A	2.265E-01	42	0.254	82	13.400	3.465E-01	3.821E-01	7.204E-02	1.765E-01	1313	Streptococcus pneumoniae
YP_009881537.1	20	YP_009881537.1	8ad2-assembly1_A	3.904E-01	37	0.164	112	11.600	3.129E-01	3.776E-01	9.380E-02	2.491E-01	4097	Nicotiana tabacum
YP_009875551.1	1	YP_009875551.1	7nww-assembly1_r	8.091E+00	55	0.632	39	25.600	7.803E-01	7.921E-01	1.531E-01	3.311E-01	562	Escherichia coli
YP_009875551.1	2	YP_009875551.1	8g7s-assembly1_n	7.689E+00	52	0.537	39	25.600	7.219E-01	7.579E-01	1.516E-01	3.248E-01	562	Escherichia coli
YP_009875551.1	3	YP_009875551.1	5mdy-assembly1_s	9.920E+00	51	0.505	39	25.600	7.741E-01	8.002E-01	1.532E-01	3.314E-01	83333	Escherichia coli K-12
YP_009875551.1	4	YP_009875551.1	7m4z-assembly1_n	6.944E+00	51	0.505	46	17.300	6.977E-01	7.201E-01	1.487E-01	3.199E-01	480119	Acinetobacter baumannii AB0057
YP_009875551.1	5	YP_009875551.1	5h1n-assembly1_B	3.403E+00	50	0.473	72	19.400	6.209E-01	5.351E-01	1.580E-01	4.986E-01	623	Shigella flexneri
YP_009875551.1	6	YP_009875551.1	8rdv-assembly1_HK	7.307E+00	47	0.382	47	14.800	6.615E-01	6.484E-01	1.150E-01	2.575E-01	45610	Psychrobacter urativorans
YP_009875551.1	7	YP_009875551.1	7uxe-assembly1_A	1.109E+00	44	0.301	108	18.500	5.305E-01	3.174E-01	1.295E-01	2.574E-01	2034346	Pseudomonas phage vB_PaeM_E217
YP_009875551.1	8	YP_009875551.1	7zcg-assembly1_B	1.360E+00	35	0.138	183	19.100	4.768E-01	2.389E-01	1.733E-01	2.371E-01	9606	Homo sapiens
YP_009875551.1	9	YP_009875551.1	4diu-assembly1_A	6.944E+00	33	0.116	53	13.200	4.531E-01	4.672E-01	1.271E-01	1.201E-01	32630	synthetic construct
YP_009875551.1	10	YP_009875551.1	3dd7-assembly1_A	4.620E+00	29	0.082	128	10.900	4.034E-01	3.378E-01	2.073E-01	3.174E-01	10678	Punavirus P1
YP_009875551.1	11	YP_009875551.1	7o3z-assembly1_F	8.599E-01	28	0.076	227	11.800	4.039E-01	1.531E-01	1.369E-01	1.430E-01	1111708	Synechocystis sp. PCC 6803 substr. Kazusa
YP_009875551.1	12	YP_009875551.1	3dd7-assembly2_C	6.271E+00	27	0.069	125	12.000	3.941E-01	3.418E-01	2.104E-01	3.208E-01	10678	Punavirus P1
YP_009875551.1	13	YP_009875551.1	3k33-assembly1_A-2	5.960E+00	27	0.069	138	13.000	3.998E-01	3.223E-01	2.073E-01	3.119E-01	10678	Punavirus P1
YP_009875551.1	14	YP_009875551.1	5dvv-assembly1_B	3.073E+00	27	0.069	227	10.500	3.597E-01	2.616E-01	2.053E-01	2.146E-01	9606	Homo sapiens
YP_009875551.1	15	YP_009875551.1	5dke-assembly1_B	5.115E+00	27	0.069	137	10.200	4.093E-01	2.997E-01	1.763E-01	1.732E-01	9606	Homo sapiens
YP_009875551.1	16	YP_009875551.1	5dwg-assembly1_A	4.390E+00	27	0.069	129	10.000	3.917E-01	2.797E-01	1.638E-01	1.657E-01	9606	Homo sapiens
YP_009875551.1	17	YP_009875551.1	2es4-assembly2_E	1.228E+00	27	0.069	234	14.100	4.332E-01	1.512E-01	1.376E-01	1.220E-01	337	Burkholderia glumae
YP_009875551.1	18	YP_009875551.1	3djb-assembly1_B	7.689E+00	26	0.063	193	11.300	4.306E-01	3.212E-01	2.547E-01	2.918E-01	180856	[Bacillus thuringiensis] serovar konkukian
YP_009875551.1	19	YP_009875551.1	5vtl-assembly1_A	7.689E+00	26	0.063	159	15.700	3.920E-01	3.513E-01	1.960E-01	2.127E-01	5691	Trypanosoma brucei
YP_009875551.1	20	YP_009875551.1	8vej-assembly1_A	9.920E+00	25	0.057	188	12.200	4.855E-01	2.978E-01	2.336E-01	2.261E-01	32630	synthetic construct
YP_010658686.1	1	YP_010658686.1	7uxe-assembly1_A	1.473E+00	52	0.537	109	16.500	5.733E-01	4.245E-01	2.096E-01	3.722E-01	2034346	Pseudomonas phage vB_PaeM_E217
YP_010658686.1	2	YP_010658686.1	5h1n-assembly1_B	3.240E+00	52	0.537	83	18.000	6.258E-01	5.393E-01	1.627E-01	5.100E-01	623	Shigella flexneri
YP_010658686.1	3	YP_010658686.1	8rdv-assembly1_HK	8.677E+00	45	0.326	49	16.300	6.450E-01	6.319E-01	1.154E-01	2.574E-01	45610	Psychrobacter urativorans
YP_010658686.1	4	YP_010658686.1	6s2v-assembly3_C	1.210E+00	35	0.138	226	9.700	4.579E-01	2.282E-01	1.985E-01	1.513E-01	274	Thermus thermophilus
YP_010658686.1	5	YP_010658686.1	5die-assembly1_B	2.795E+00	35	0.138	130	8.400	4.597E-01	3.114E-01	1.841E-01	1.802E-01	9606	Homo sapiens
YP_010658686.1	6	YP_010658686.1	3dd7-assembly1_A	2.660E+00	34	0.126	127	9.400	4.014E-01	3.372E-01	2.074E-01	3.166E-01	10678	Punavirus P1
YP_010658686.1	7	YP_010658686.1	4znv-assembly1_A	1.980E+00	34	0.126	135	9.600	4.334E-01	2.750E-01	1.732E-01	1.685E-01	9606	Homo sapiens
YP_010658686.1	8	YP_010658686.1	4mc0-assembly2_B	1.096E+00	33	0.116	189	14.200	4.069E-01	2.177E-01	1.729E-01	1.485E-01	452652	Kitasatospora setae KM-6054
YP_010658686.1	9	YP_010658686.1	5e15-assembly1_A	3.084E+00	33	0.116	125	12.800	4.496E-01	3.027E-01	1.699E-01	1.768E-01	9606	Homo sapiens
YP_010658686.1	10	YP_010658686.1	5dwg-assembly1_A	1.547E+00	33	0.116	129	13.900	3.930E-01	2.527E-01	1.540E-01	1.561E-01	9606	Homo sapiens
YP_010658686.1	11	YP_010658686.1	5dke-assembly1_B	1.794E+00	32	0.106	142	11.900	3.718E-01	2.612E-01	1.605E-01	1.571E-01	9606	Homo sapiens
YP_010658686.1	12	YP_010658686.1	9had-assembly1_A	8.260E+00	32	0.106	133	8.200	5.072E-01	3.932E-01	1.564E-01	2.965E-01	6954	Dermatophagoides farinae
YP_010658686.1	13	YP_010658686.1	3k33-assembly1_A-2	3.756E+00	31	0.098	137	11.600	3.992E-01	3.208E-01	2.065E-01	3.076E-01	10678	Punavirus P1
YP_010658686.1	14	YP_010658686.1	4mc0-assembly1_A	1.794E+00	31	0.098	190	13.600	4.086E-01	2.248E-01	1.741E-01	1.514E-01	452652	Kitasatospora setae KM-6054
YP_010658686.1	15	YP_010658686.1	3djb-assembly1_B	4.804E+00	30	0.090	217	11.000	4.539E-01	2.894E-01	2.511E-01	2.880E-01	180856	[Bacillus thuringiensis] serovar konkukian
YP_010658686.1	16	YP_010658686.1	5dxp-assembly1_A	5.851E+00	30	0.090	137	9.400	4.345E-01	3.406E-01	2.127E-01	2.180E-01	9606	Homo sapiens
YP_010658686.1	17	YP_010658686.1	3dd7-assembly2_C	5.570E+00	29	0.082	125	9.600	4.001E-01	3.409E-01	2.092E-01	3.209E-01	10678	Punavirus P1
YP_010658686.1	18	YP_010658686.1	5t1z-assembly1_B	3.945E+00	29	0.082	134	10.400	4.159E-01	2.849E-01	1.719E-01	1.666E-01	9606	Homo sapiens
YP_010658686.1	19	YP_010658686.1	5kce-assembly1_A	2.795E+00	29	0.082	145	13.700	3.956E-01	2.540E-01	1.557E-01	1.590E-01	9606	Homo sapiens
YP_010658686.1	20	YP_010658686.1	7o3z-assembly1_F	9.932E-01	29	0.082	224	11.600	4.080E-01	1.609E-01	1.414E-01	1.469E-01	1111708	Synechocystis sp. PCC 6803 substr. Kazusa
YP_010681280.1	1	YP_010681280.1	4gp6-assembly1_B-2	1.380E-07	373	1.000	149	27.500	7.220E-01	9.247E-01	4.225E-01	7.849E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010681280.1	2	YP_010681280.1	4gp7-assembly1_B-2	9.022E-07	331	1.000	151	28.400	6.948E-01	9.116E-01	4.221E-01	7.759E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010681280.1	3	YP_010681280.1	4jst-assembly1_B	2.924E-07	350	1.000	151	28.400	6.947E-01	9.104E-01	4.218E-01	7.750E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010681280.1	4	YP_010681280.1	4mde-assembly1_A	3.064E-07	357	1.000	148	27.700	7.131E-01	9.236E-01	4.195E-01	7.745E-01	203119	Acetivibrio thermocellus ATCC 27405
YP_010681280.1	5	YP_010681280.1	3wfp-assembly9_B	5.876E-04	151	1.000	260	13.400	5.072E-01	5.786E-01	4.021E-01	2.972E-01	224324	Aquifex aeolicus VF5
YP_010681280.1	6	YP_010681280.1	3wfp-assembly10_C	1.082E-03	168	1.000	210	15.700	5.660E-01	7.123E-01	3.953E-01	3.123E-01	224324	Aquifex aeolicus VF5
YP_010681280.1	7	YP_010681280.1	3a4l-assembly1_A	2.778E-05	196	1.000	224	21.800	5.174E-01	6.305E-01	3.854E-01	5.163E-01	2190	Methanocaldococcus jannaschii
YP_010681280.1	8	YP_010681280.1	3adb-assembly1_A	1.908E-05	186	1.000	263	20.500	4.934E-01	5.675E-01	3.852E-01	4.913E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010681280.1	9	YP_010681280.1	3zvm-assembly1_B	5.383E-07	314	1.000	163	21.400	6.597E-01	8.165E-01	3.837E-01	3.297E-01	10090	Mus musculus
YP_010681280.1	10	YP_010681280.1	3adc-assembly1_A	1.251E-05	200	1.000	238	20.500	5.006E-01	6.185E-01	3.799E-01	4.916E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010681280.1	11	YP_010681280.1	3zvn-assembly1_A	3.058E-06	291	1.000	158	21.500	6.663E-01	8.361E-01	3.798E-01	3.286E-01	10090	Mus musculus
YP_010681280.1	12	YP_010681280.1	3adb-assembly1_B	2.918E-06	218	1.000	232	19.800	5.068E-01	6.135E-01	3.798E-01	4.877E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010681280.1	13	YP_010681280.1	3add-assembly1_B	1.193E-05	199	1.000	233	22.300	4.950E-01	6.159E-01	3.789E-01	5.030E-01	243232	Methanocaldococcus jannaschii DSM 2661
YP_010681280.1	14	YP_010681280.1	3a4n-assembly1_B	5.888E-05	188	1.000	224	21.400	5.245E-01	6.271E-01	3.767E-01	5.025E-01	2190	Methanocaldococcus jannaschii
YP_010681280.1	15	YP_010681280.1	1bif-assembly1_A	1.900E-03	108	1.000	392	10.700	4.345E-01	4.223E-01	3.756E-01	2.891E-01	10116	Rattus norvegicus
YP_010681280.1	16	YP_010681280.1	3wfp-assembly11_E	3.506E-04	135	1.000	356	11.700	4.590E-01	4.741E-01	3.703E-01	2.970E-01	224324	Aquifex aeolicus VF5
YP_010681280.1	17	YP_010681280.1	2rhm-assembly1_A	1.434E-03	173	1.000	159	14.400	5.787E-01	7.712E-01	3.682E-01	6.221E-01	324602	Chloroflexus aurantiacus J-10-fl
YP_010681280.1	18	YP_010681280.1	3u7e-assembly1_B	1.440E-05	249	1.000	165	20.600	6.292E-01	7.736E-01	3.680E-01	3.166E-01	10090	Mus musculus
YP_010681280.1	19	YP_010681280.1	5htk-assembly1_B	1.188E-03	145	1.000	224	16.900	5.072E-01	6.002E-01	3.675E-01	2.913E-01	9606	Homo sapiens
YP_010681280.1	20	YP_010681280.1	3u7g-assembly1_A	5.630E-06	262	1.000	162	20.300	6.110E-01	7.904E-01	3.669E-01	3.173E-01	10090	Mus musculus
YP_438172.1	1	YP_438172.1	7rdr-assembly1_A	1.912E-01	71	0.941	352	11.300	4.346E-01	4.189E-01	3.902E-01	3.072E-01	32644	unidentified
YP_438172.1	2	YP_438172.1	4rzp-assembly1_A	2.278E-01	66	0.887	267	11.200	4.046E-01	4.156E-01	3.148E-01	3.939E-01	32630	synthetic construct
YP_438172.1	3	YP_438172.1	4xri-assembly1_A	3.783E-02	66	0.887	351	12.200	3.516E-01	2.990E-01	2.843E-01	1.544E-01	759272	Thermochaetoides thermophila DSM 1495
YP_438172.1	4	YP_438172.1	8fg1-assembly1_A	4.206E-01	65	0.872	277	14.000	3.856E-01	5.057E-01	3.762E-01	4.689E-01	9606	Homo sapiens
YP_438172.1	5	YP_438172.1	3t7u-assembly2_B	6.984E-02	65	0.872	355	12.900	3.479E-01	3.460E-01	3.190E-01	3.285E-01	9606	Homo sapiens
YP_438172.1	6	YP_438172.1	3obv-assembly2_D	6.808E-01	64	0.855	262	14.100	3.762E-01	5.723E-01	4.335E-01	4.304E-01	10090	Mus musculus
YP_438172.1	7	YP_438172.1	3obv-assembly1_B	1.257E+00	59	0.747	270	13.700	3.919E-01	5.835E-01	4.380E-01	4.437E-01	10090	Mus musculus
YP_438172.1	8	YP_438172.1	4c0o-assembly1_A	5.469E-01	56	0.663	314	13.000	3.723E-01	4.257E-01	3.781E-01	1.732E-01	9606	Homo sapiens
YP_438172.1	9	YP_438172.1	8g9k-assembly1_A	6.808E-01	56	0.663	225	18.200	3.833E-01	4.375E-01	3.097E-01	4.306E-01	32630	synthetic construct
YP_438172.1	10	YP_438172.1	8g9j-assembly1_A	8.111E-01	55	0.632	263	15.200	4.136E-01	4.100E-01	2.754E-01	4.050E-01	32630	synthetic construct
YP_438172.1	11	YP_438172.1	4cba-assembly1_A	4.796E-01	53	0.569	324	12.900	3.707E-01	3.599E-01	3.154E-01	2.455E-01	9606	Homo sapiens
YP_438172.1	12	YP_438172.1	5dn7-assembly1_A	6.516E-01	53	0.569	275	13.000	3.749E-01	3.990E-01	3.034E-01	3.697E-01	10090	Mus musculus
YP_438172.1	13	YP_438172.1	6xwx-assembly1_A	1.036E-01	53	0.569	307	14.000	3.325E-01	2.586E-01	2.185E-01	1.540E-01	759272	Thermochaetoides thermophila DSM 1495
YP_438172.1	14	YP_438172.1	4xrk-assembly1_A	2.087E-01	51	0.505	325	12.900	3.401E-01	2.899E-01	2.712E-01	1.435E-01	759272	Thermochaetoides thermophila DSM 1495
YP_438172.1	15	YP_438172.1	4c0o-assembly2_B	1.372E+00	49	0.442	322	13.900	3.828E-01	4.244E-01	3.811E-01	1.771E-01	9606	Homo sapiens
YP_438172.1	16	YP_438172.1	5o01-assembly2_B	9.664E-01	48	0.411	303	10.800	3.976E-01	3.473E-01	2.893E-01	3.330E-01	48466	Prosthecobacter vanneervenii
YP_438172.1	17	YP_438172.1	1i7x-assembly1_A	3.379E-01	47	0.382	342	13.700	3.399E-01	2.791E-01	2.549E-01	1.841E-01	10090	Mus musculus
YP_438172.1	18	YP_438172.1	5dlq-assembly1_B	1.203E+00	46	0.353	309	12.900	3.824E-01	3.613E-01	2.998E-01	1.085E-01	10090	Mus musculus
YP_438172.1	19	YP_438172.1	6vad-assembly1_A	5.235E-01	46	0.353	422	10.900	3.605E-01	2.899E-01	2.678E-01	9.179E-02	9606	Homo sapiens
YP_438172.1	20	YP_438172.1	3woz-assembly1_A	4.796E-01	46	0.353	229	12.600	3.276E-01	3.104E-01	2.247E-01	2.872E-01	10090	Mus musculus
YP_010084588.1	1	YP_010084588.1	4k7k-assembly2_B	9.880E+00	22	0.040	146	16.400	4.068E-01	2.244E-01	7.248E-02	1.032E-01	83333	Escherichia coli K-12
YP_010084588.1	2	YP_010084588.1	6e8g-assembly1_T	2.841E+00	22	0.040	205	17.000	3.787E-01	1.279E-01	5.120E-02	1.254E-01	9606	Homo sapiens
YP_010084588.1	3	YP_010084588.1	7n6g-assembly1_3H	7.152E+00	21	0.034	330	15.100	3.878E-01	1.794E-01	9.699E-02	1.739E-01	3055	Chlamydomonas reinhardtii
YP_010084588.1	4	YP_010084588.1	8at2-assembly1_D	9.435E+00	21	0.034	265	13.500	4.124E-01	1.991E-01	9.419E-02	1.563E-01	8355	Xenopus laevis
YP_010084588.1	5	YP_010084588.1	7kzn-assembly1_C	1.875E+00	19	0.024	617	13.600	3.222E-01	1.015E-01	9.553E-02	6.397E-02	3055	Chlamydomonas reinhardtii
YP_010084588.1	6	YP_010084588.1	7kzm-assembly1_C	3.924E+00	16	0.014	617	13.600	3.223E-01	1.015E-01	9.553E-02	2.390E-02	3055	Chlamydomonas reinhardtii
YP_010680019.1	1	YP_010680019.1	7pu7-assembly1_A	6.525E-48	1748	1.000	1141	19.700	6.035E-01	7.925E-01	7.832E-01	7.572E-01	1773	Mycobacterium tuberculosis
YP_010680019.1	2	YP_010680019.1	5fku-assembly1_A	9.603E-41	1473	1.000	1141	19.700	5.913E-01	7.847E-01	7.718E-01	6.986E-01	83333	Escherichia coli K-12
YP_010680019.1	3	YP_010680019.1	4iqj-assembly1_C	9.767E-49	1781	1.000	1157	20.000	6.235E-01	7.711E-01	7.656E-01	6.840E-01	271	Thermus aquaticus
YP_010680019.1	4	YP_010680019.1	4iqj-assembly1_D	2.114E-47	1749	1.000	1176	20.300	6.371E-01	7.670E-01	7.617E-01	6.711E-01	271	Thermus aquaticus
YP_010680019.1	5	YP_010680019.1	4iqj-assembly1_A	8.180E-48	1748	1.000	1152	20.800	6.263E-01	7.671E-01	7.617E-01	6.830E-01	271	Thermus aquaticus
YP_010680019.1	6	YP_010680019.1	3e0d-assembly2_B	2.014E-48	1760	1.000	1163	20.700	6.251E-01	7.598E-01	7.542E-01	6.822E-01	271	Thermus aquaticus
YP_010680019.1	7	YP_010680019.1	4iqj-assembly1_B	7.473E-48	1713	1.000	1155	20.000	6.100E-01	7.549E-01	7.495E-01	6.702E-01	271	Thermus aquaticus
YP_010680019.1	8	YP_010680019.1	2hpi-assembly1_A	3.440E-50	1811	1.000	1161	20.600	6.318E-01	7.426E-01	7.373E-01	6.712E-01	271	Thermus aquaticus
YP_010680019.1	9	YP_010680019.1	5lew-assembly1_A	1.100E-40	1607	1.000	957	21.500	6.443E-01	8.598E-01	7.292E-01	8.137E-01	83332	Mycobacterium tuberculosis H37Rv
YP_010680019.1	10	YP_010680019.1	5fkw-assembly1_A	1.264E-39	1494	1.000	995	20.700	6.182E-01	8.143E-01	7.280E-01	8.052E-01	83333	Escherichia coli K-12
YP_010680019.1	11	YP_010680019.1	5fkv-assembly1_A	1.379E-40	1403	1.000	1135	19.600	5.794E-01	7.325E-01	7.272E-01	6.601E-01	83333	Escherichia coli K-12
YP_010680019.1	12	YP_010680019.1	4jom-assembly1_A	7.606E-43	1607	1.000	942	20.900	6.308E-01	7.954E-01	6.798E-01	7.629E-01	83333	Escherichia coli K-12
YP_010680019.1	13	YP_010680019.1	3f2b-assembly1_A	4.843E-30	1040	1.000	964	18.100	5.561E-01	7.434E-01	6.315E-01	6.534E-01	1462	Geobacillus kaustophilus
YP_010680019.1	14	YP_010680019.1	3f2d-assembly1_A	1.188E-31	1090	1.000	972	17.900	5.593E-01	7.359E-01	6.249E-01	6.468E-01	1462	Geobacillus kaustophilus
YP_010680019.1	15	YP_010680019.1	4gx8-assembly1_A	4.337E-10	424	1.000	277	22.700	5.949E-01	8.351E-01	2.256E-01	7.134E-01	83333	Escherichia coli K-12
YP_010680019.1	16	YP_010680019.1	4gx9-assembly1_A	2.409E-10	414	1.000	282	21.600	5.687E-01	8.007E-01	2.241E-01	6.886E-01	83333	Escherichia coli K-12
YP_010680019.1	17	YP_010680019.1	4gx9-assembly2_B	1.465E-10	434	1.000	277	23.100	5.897E-01	8.182E-01	2.200E-01	6.816E-01	83333	Escherichia coli K-12
YP_010680019.1	18	YP_010680019.1	3e0f-assembly1_A	2.819E-04	140	1.000	307	16.600	3.919E-01	5.366E-01	1.527E-01	4.562E-01	367928	Bifidobacterium adolescentis ATCC 15703
YP_010680019.1	19	YP_010680019.1	7ug9-assembly1_A	6.080E-04	143	1.000	206	16.900	3.950E-01	6.254E-01	1.371E-01	5.513E-01	562	Escherichia coli
YP_010680019.1	20	YP_010680019.1	2yb4-assembly1_A	5.092E-03	115	1.000	267	12.300	3.894E-01	5.842E-01	1.325E-01	4.207E-01	536	Chromobacterium violaceum
YP_009887186.1	1	YP_009887186.1	5iv7-assembly1_F	2.401E-08	177	1.000	302	16.500	4.921E-01	4.362E-01	2.296E-01	3.928E-01	10665	Tequatrovirus T4
YP_009887186.1	2	YP_009887186.1	5iv5-assembly1_I	2.358E-47	658	1.000	623	50.700	5.721E-01	2.164E-01	2.152E-01	2.161E-01	10665	Tequatrovirus T4
YP_009887186.1	3	YP_009887186.1	2fkk-assembly1_A	4.588E-14	408	1.000	160	60.600	6.680E-01	6.910E-01	1.930E-01	5.641E-01	10665	Tequatrovirus T4
YP_009887186.1	4	YP_009887186.1	5hx2-assembly1_H	7.385E-13	203	1.000	615	28.900	4.223E-01	3.172E-01	1.909E-01	3.164E-01	10665	Tequatrovirus T4
YP_009887186.1	5	YP_009887186.1	7rej-assembly1_A	9.845E-11	215	1.000	368	11.100	5.455E-01	3.784E-01	1.897E-01	3.091E-01	1987159	Kuttervirus CBA120
