protein_accession	length	esmfold_status	pdb_path
YP_010840646.1	1445	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840646.1.pdb
NP_044877.1	383	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_044877.1.pdb
YP_010840623.1	1344	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840623.1.pdb
YP_009507865.1	1443	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009507865.1.pdb
YP_010748934.1	663	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748934.1.pdb
YP_009237263.1	623	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009237263.1.pdb
YP_009505348.1	778	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009505348.1.pdb
YP_010840273.1	1124	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840273.1.pdb
YP_009666961.1	1443	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666961.1.pdb
YP_010840640.1	1447	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840640.1.pdb
YP_009666976.1	1441	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009666976.1.pdb
YP_010840776.1	1432	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840776.1.pdb
NP_671969.1	1441	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_671969.1.pdb
YP_010839918.1	1377	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010839918.1.pdb
YP_010085086.1	1434	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010085086.1.pdb
YP_009505396.1	778	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009505396.1.pdb
YP_009342436.1	401	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009342436.1.pdb
YP_010840723.1	1433	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010840723.1.pdb
YP_009300676.1	639	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009300676.1.pdb
YP_009268865.1	649	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009268865.1.pdb
NP_065521.1	733	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_065521.1.pdb
YP_010799222.1	641	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010799222.1.pdb
YP_009337658.1	323	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337658.1.pdb
YP_009229875.1	580	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009229875.1.pdb
YP_009507372.1	820	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009507372.1.pdb
YP_009552827.1	672	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009552827.1.pdb
YP_010749276.1	233	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010749276.1.pdb
YP_009204961.1	368	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009204961.1.pdb
YP_115513.1	253	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_115513.1.pdb
YP_007250563.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007250563.1.pdb
YP_009329973.1	663	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009329973.1.pdb
YP_009417306.1	236	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009417306.1.pdb
YP_009204958.1	110	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009204958.1.pdb
NP_740446.1	248	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_740446.1.pdb
YP_004958237.1	265	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004958237.1.pdb
YP_009342276.1	213	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009342276.1.pdb
YP_009118415.1	1383	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009118415.1.pdb
YP_010747285.1	152	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747285.1.pdb
YP_001552434.1	235	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001552434.1.pdb
YP_010782872.1	242	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010782872.1.pdb
YP_005090505.1	919	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_005090505.1.pdb
YP_010775572.1	947	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010775572.1.pdb
YP_009337254.1	411	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337254.1.pdb
YP_010087394.1	1379	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010087394.1.pdb
YP_009337094.1	314	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337094.1.pdb
NP_660085.1	253	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_660085.1.pdb
NP_740393.1	238	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_740393.1.pdb
YP_010245842.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010245842.1.pdb
YP_001911134.1	278	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001911134.1.pdb
NP_620377.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_620377.1.pdb
YP_010085917.1	567	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010085917.1.pdb
YP_009508027.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009508027.1.pdb
YP_010747988.1	95	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747988.1.pdb
YP_001333689.1	255	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001333689.1.pdb
YP_009337156.1	318	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337156.1.pdb
YP_053011.1	322	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_053011.1.pdb
YP_009056852.1	278	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009056852.1.pdb
NP_042640.1	598	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_042640.1.pdb
YP_009889815.1	423	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009889815.1.pdb
YP_009342455.1	235	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009342455.1.pdb
YP_010245853.1	252	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010245853.1.pdb
YP_009337346.1	362	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337346.1.pdb
YP_010747902.1	94	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747902.1.pdb
YP_009508011.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009508011.1.pdb
YP_009508018.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009508018.1.pdb
YP_009310075.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009310075.1.pdb
YP_009886707.1	423	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009886707.1.pdb
YP_009177325.1	367	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009177325.1.pdb
YP_794166.1	258	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_794166.1.pdb
NP_690097.1	116	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_690097.1.pdb
NP_620750.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_620750.1.pdb
YP_009506247.1	499	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009506247.1.pdb
YP_010746699.1	109	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746699.1.pdb
YP_009618579.1	367	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009618579.1.pdb
YP_009887168.1	423	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009887168.1.pdb
YP_009200801.1	133	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009200801.1.pdb
YP_009146306.1	133	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009146306.1.pdb
YP_001218814.1	418	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001218814.1.pdb
YP_009324606.1	110	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009324606.1.pdb
YP_007673461.1	328	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007673461.1.pdb
YP_009336490.1	227	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009336490.1.pdb
YP_002922847.1	368	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002922847.1.pdb
YP_009175087.1	257	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009175087.1.pdb
YP_401696.1	301	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_401696.1.pdb
YP_004958251.1	256	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004958251.1.pdb
YP_009508964.1	246	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009508964.1.pdb
YP_001661650.1	116	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001661650.1.pdb
NP_714931.1	239	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_714931.1.pdb
NP_740481.1	234	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_740481.1.pdb
YP_004464918.1	634	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_004464918.1.pdb
YP_009836134.1	320	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009836134.1.pdb
YP_002643045.1	116	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_002643045.1.pdb
YP_009337275.1	311	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009337275.1.pdb
YP_009361880.1	677	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009361880.1.pdb
YP_009329845.1	338	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009329845.1.pdb
YP_008719942.1	266	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008719942.1.pdb
YP_009850370.1	423	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009850370.1.pdb
YP_010746132.1	168	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746132.1.pdb
YP_010747795.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747795.1.pdb
YP_010745906.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010745906.1.pdb
YP_011217285.1	194	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_011217285.1.pdb
YP_010749322.1	170	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010749322.1.pdb
YP_012054204.1	497	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_012054204.1.pdb
YP_009035138.1	168	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009035138.1.pdb
YP_009608625.1	168	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009608625.1.pdb
YP_010747936.1	491	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747936.1.pdb
YP_010747444.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747444.1.pdb
YP_010746821.1	181	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746821.1.pdb
YP_010582213.1	497	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010582213.1.pdb
YP_010748217.1	490	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748217.1.pdb
YP_001110831.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001110831.1.pdb
YP_024735.1	536	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_024735.1.pdb
YP_010745969.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010745969.1.pdb
YP_010747246.1	492	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747246.1.pdb
YP_009168781.1	195	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009168781.1.pdb
YP_010680627.1	299	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010680627.1.pdb
YP_010742883.1	81	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010742883.1.pdb
YP_010746028.1	181	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746028.1.pdb
YP_010748600.1	181	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748600.1.pdb
YP_009838060.1	605	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009838060.1.pdb
YP_009113151.1	494	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009113151.1.pdb
YP_001129485.1	690	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_001129485.1.pdb
YP_010749145.1	169	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010749145.1.pdb
YP_010749286.1	195	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010749286.1.pdb
YP_009152754.1	568	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009152754.1.pdb
YP_009198775.1	149	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009198775.1.pdb
NP_570784.1	576	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/NP_570784.1.pdb
YP_008239713.1	490	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008239713.1.pdb
YP_010582707.1	500	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010582707.1.pdb
YP_007673406.1	387	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007673406.1.pdb
YP_010748188.1	168	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748188.1.pdb
YP_010658201.1	225	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010658201.1.pdb
YP_007010456.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_007010456.1.pdb
YP_009617975.1	169	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009617975.1.pdb
YP_010582307.1	497	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010582307.1.pdb
YP_009702645.1	354	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009702645.1.pdb
YP_010680694.1	299	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010680694.1.pdb
YP_009118458.1	94	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009118458.1.pdb
YP_009793237.1	107	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009793237.1.pdb
YP_009593384.1	156	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009593384.1.pdb
YP_009552533.1	111	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009552533.1.pdb
YP_009168833.1	195	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009168833.1.pdb
YP_010747678.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747678.1.pdb
YP_010680370.1	297	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010680370.1.pdb
YP_010749595.1	174	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010749595.1.pdb
YP_009785048.1	90	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009785048.1.pdb
YP_010748383.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748383.1.pdb
YP_009229902.1	91	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009229902.1.pdb
YP_010747282.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747282.1.pdb
YP_009229903.1	469	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009229903.1.pdb
YP_011965730.1	497	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_011965730.1.pdb
YP_010746819.1	490	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746819.1.pdb
YP_010747193.1	492	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747193.1.pdb
YP_067978.1	614	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_067978.1.pdb
YP_010748903.1	181	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748903.1.pdb
YP_010746393.1	378	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746393.1.pdb
YP_010746441.1	490	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746441.1.pdb
YP_008767172.1	168	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008767172.1.pdb
YP_008239630.1	497	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_008239630.1.pdb
YP_010060714.1	149	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010060714.1.pdb
YP_010050876.1	114	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010050876.1.pdb
YP_010748598.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748598.1.pdb
YP_010749323.1	411	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010749323.1.pdb
YP_010748086.1	489	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748086.1.pdb
YP_010052625.1	161	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010052625.1.pdb
YP_010747934.1	168	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747934.1.pdb
YP_010085884.1	651	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010085884.1.pdb
YP_009140131.1	203	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_009140131.1.pdb
YP_010746260.1	490	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010746260.1.pdb
YP_011217212.1	497	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_011217212.1.pdb
YP_010655497.1	184	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010655497.1.pdb
YP_010582581.1	497	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010582581.1.pdb
YP_010747698.1	376	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010747698.1.pdb
YP_010748852.1	168	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010748852.1.pdb
YP_010065013.1	328	completed	runs/v2_full_test_evidence_regime/structure_panel/esmfold_pdb/YP_010065013.1.pdb
