protein_accession	predicted_label	top_probability_calibrated	context_gain	high_context_gain	nearest_homolog_identity	nearest_homolog_bits	identity_bin	context_gain_bin	low_sequence_identity	low_sequence_high_context	module_supported	hypothetical_or_unknown	family	host_group	family_holdout_split
YP_006906818.1	integrase_recombinase	0.999452650547	8.24332237244e-05	0	68.2	623.0	50-70	0-0.05	0	0	0	0	Sepvirinae	Bacteria	test
YP_007517818.1	integrase_recombinase	0.99945050478	4.87565994263e-05	0	37.4	182.0	30-50	0-0.05	0	0	1	0	Pelagivirus	Bacteria	test
YP_009880779.1	ligase	0.999450147152	-3.83853912354e-05	0	57.1	363.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009822434.1	helicase	0.999449789524	0.000707805156708	0	77.7	383.0	70-90	0-0.05	0	0	1	1	Ackermannviridae	Bacteria	test
YP_009887177.1	portal_terminase_packaging	0.999449312687	0.000178873538971	0	75.6	958.0	70-90	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009208894.1	portal_terminase_packaging	0.999449312687	0.000239014625549	0	99.4	1239.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009637913.1	portal_terminase_packaging	0.999449074268	4.47034835815e-05	0	94.3	912.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009854168.1	tail_fiber_receptor	0.999447405338	5.76972961426e-05	0	36.4	114.0	30-50	0-0.05	0	0	1	1	Ackermannviridae	Bacteria	test
YP_009882264.1	ligase	0.99944716692	0.000196874141693	0	52	156.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009887200.1	ligase	0.99944704771	0.000196874141693	0	52	156.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009854164.1	ligase	0.999446690083	2.11000442505e-05	0	31.9	215.0	30-50	0-0.05	0	0	1	1	Ackermannviridae	Bacteria	test
YP_009202393.1	portal_terminase_packaging	0.999446213245	0.000104129314423	0	43.4	386.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_008430668.1	portal_terminase_packaging	0.999446094036	5.13792037964e-05	0	99.7	953.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009806951.1	portal_terminase_packaging	0.999445617199	9.90033149719e-05	0	55.5	501.0	50-70	0-0.05	0	0	1	0	Ruthyvirus	Bacteria	test
YP_009638096.1	portal_terminase_packaging	0.99944382906	0.000231623649597	0	100	1242.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009902733.1	portal_terminase_packaging	0.99944216013	0.00016838312149	0	67.2	744.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_010012464.1	portal_terminase_packaging	0.999441683292	9.22083854675e-05	0	43.6	389.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009197001.1	portal_terminase_packaging	0.999441087246	9.2089176178e-05	0	43.6	389.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009208895.1	portal_terminase_packaging	0.999440968037	5.05447387695e-05	0	98.9	946.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_010060889.1	portal_terminase_packaging	0.999439418316	0.000211715698242	0	97.2	1213.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009168151.1	portal_terminase_packaging	0.999438345432	0.000170767307281	0	56	649.0	50-70	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_010060890.1	portal_terminase_packaging	0.999437510967	6.29425048828e-05	0	94.9	921.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009275692.1	portal_terminase_packaging	0.999437391758	0.000272750854492	0	52	437.0	50-70	0-0.05	0	0	1	0	Ruthgordonvirinae	Bacteria	test
YP_010060972.1	portal_terminase_packaging	0.999436914921	0.000218391418457	0	98.3	1225.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_008857945.1	portal_terminase_packaging	0.999435722828	0.000218152999878	0	98.3	1225.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_010080420.1	portal_terminase_packaging	0.999433934689	0.000181376934052	0	45	459.0	30-50	0-0.05	0	0	1	0	Agmunavirus	Bacteria	test
YP_009790357.1	portal_terminase_packaging	0.999433815479	0.000166594982147	0	67.2	743.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009886783.1	ligase	0.999433338642	-4.18424606323e-05	0	57.1	363.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010060973.1	portal_terminase_packaging	0.999432742596	5.14984130859e-05	0	98.9	949.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009902651.1	portal_terminase_packaging	0.999431908131	0.00016862154007	0	67.4	745.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_008857946.1	portal_terminase_packaging	0.999431431293	5.12599945068e-05	0	98.9	949.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009607653.1	portal_terminase_packaging	0.999431431293	5.12599945068e-05	0	98.9	949.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009214281.1	portal_terminase_packaging	0.999430477619	4.85181808472e-05	0	98.7	945.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009198782.1	portal_terminase_packaging	0.999429643154	4.79221343994e-05	0	94.1	911.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_010060722.1	portal_terminase_packaging	0.999429643154	4.92334365845e-05	0	94.7	913.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_010013235.1	portal_terminase_packaging	0.999429285526	0.000117838382721	0	45.2	383.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010060634.1	portal_terminase_packaging	0.999429166317	5.19752502441e-05	0	94.7	915.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_010754358.1	integrase_recombinase	0.99942868948	-2.06232070923e-05	0	34	162.0	30-50	<0	0	0	1	0	Finkelvirus	Bacteria	test
YP_009321545.1	integrase_recombinase	0.999427974224	-1.08480453491e-05	0	99.4	735.0	90-100	<0	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_009902393.1	portal_terminase_packaging	0.999427855015	0.000167787075043	0	67.2	745.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009207675.1	portal_terminase_packaging	0.99942612648	4.73260879517e-05	0	94.5	912.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_010060805.1	portal_terminase_packaging	0.999425768852	5.78165054321e-05	0	95.5	927.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_008859035.1	portal_terminase_packaging	0.999425530434	5.00679016113e-05	0	98.7	947.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_010012591.1	portal_terminase_packaging	0.999425172806	0.000204563140869	0	37.6	284.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009196654.1	portal_terminase_packaging	0.999424576759	0.000171959400177	0	65.9	736.0	50-70	0-0.05	0	0	1	0	Drexlerviridae	Bacteria	test
YP_009202392.1	portal_terminase_packaging	0.999423265457	0.000204086303711	0	37.6	284.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009638097.1	portal_terminase_packaging	0.999422669411	4.63724136353e-05	0	98.5	942.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009881528.1	portal_terminase_packaging	0.999419689178	0.000196754932404	0	74.9	957.0	70-90	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009322713.1	integrase_recombinase	0.999418139458	-9.41753387451e-06	0	99.2	736.0	90-100	<0	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_010012463.1	portal_terminase_packaging	0.999417662621	0.000193178653717	0	37.6	284.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009199251.1	portal_terminase_packaging	0.999417543411	0.000100910663605	0	44.5	360.0	30-50	0-0.05	0	0	1	0	Sfunavirus	Bacteria	test
YP_009796725.1	portal_terminase_packaging	0.999416708946	0.000100791454315	0	44.5	360.0	30-50	0-0.05	0	0	1	0	Abbeymikolonvirus	Bacteria	test
YP_008408663.1	portal_terminase_packaging	0.999416470528	0.000202655792236	0	37.6	284.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009889641.1	ligase	0.999415516853	-4.48226928711e-05	0	57.4	366.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009197000.1	portal_terminase_packaging	0.999414801598	0.000192582607269	0	37.6	284.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010013354.1	portal_terminase_packaging	0.999412178993	0.000107944011688	0	44.7	382.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010104262.1	integrase_recombinase	0.99941110611	-3.8743019104e-05	0	89.3	488.0	70-90	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_003857135.1	portal_terminase_packaging	0.999406695366	0.000243425369263	0	38.1	289.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010098210.1	integrase_recombinase	0.999405860901	-3.49283218384e-05	0	89.3	488.0	70-90	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_009618743.1	ligase	0.999403834343	-3.8743019104e-05	0	34.7	196.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_010061438.1	portal_terminase_packaging	0.999402761459	9.07778739929e-05	0	93.9	943.0	90-100	0-0.05	0	0	1	0	Yeceytrevirus	Bacteria	test
YP_009886286.1	ligase	0.99939930439	-4.72068786621e-05	0	57.4	366.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009017230.1	portal_terminase_packaging	0.999398112297	0.000122368335724	0	46.2	385.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010012843.1	portal_terminase_packaging	0.999396443367	0.00012868642807	0	46.2	385.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_004009627.1	ligase	0.999396085739	-1.78813934326e-06	0	60.1	386.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009284820.1	integrase_recombinase	0.999395847321	-4.92334365845e-05	0	59	344.0	50-70	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_009292519.1	portal_terminase_packaging	0.999395608902	0.000125825405121	0	44.8	385.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_004538949.1	portal_terminase_packaging	0.999395132065	0.000121772289276	0	46.2	385.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_008410880.1	portal_terminase_packaging	0.999394416809	0.000121653079987	0	46.2	385.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009886530.1	ligase	0.999393939972	-4.79221343994e-05	0	57.4	366.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010102009.1	integrase_recombinase	0.999393939972	-5.31673431396e-05	0	59.5	342.0	50-70	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_009324904.1	portal_terminase_packaging	0.999393701553	0.000159561634064	0	33.5	276.0	30-50	0-0.05	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_009882241.1	portal_terminase_packaging	0.999393224716	0.000169098377228	0	76	961.0	70-90	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010050946.1	portal_terminase_packaging	0.999393224716	0.000175297260284	0	52.9	447.0	50-70	0-0.05	0	0	1	0	Ruthgordonvirinae	Bacteria	test
YP_009622901.1	ligase	0.999392867088	1.44243240356e-05	0	63.5	353.0	50-70	0-0.05	0	0	1	0	Vicosavirus	Bacteria	test
YP_009850381.1	tail_fiber_receptor	0.99939084053	0.000323593616486	0	63.9	282.0	50-70	0-0.05	0	0	1	0	Marfavirus	Bacteria	test
YP_009147542.1	ligase	0.999389410019	-3.36170196533e-05	0	54.6	501.0	50-70	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009608624.1	portal_terminase_packaging	0.999388456345	0.000284492969513	0	80	703.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_004009817.1	polymerase	0.99938750267	0.000206470489502	0	32.9	359.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010096748.1	integrase_recombinase	0.999386668205	-5.19752502441e-05	0	59	342.0	50-70	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_010806115.1	ligase	0.999386429787	-6.65187835693e-05	0	30.5	125.0	30-50	<0	0	0	1	0	Aoguangviridae	Archaea	test
YP_009190508.1	integrase_recombinase	0.999385118484	7.34925270081e-05	0	68.2	625.0	50-70	0-0.05	0	0	0	0	Sepvirinae	Bacteria	test
YP_004010335.1	tail_fiber_receptor	0.999384641647	6.6876411438e-05	0	52.5	297.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009320697.1	portal_terminase_packaging	0.999384641647	0.000158488750458	0	34.7	274.0	30-50	0-0.05	0	0	1	0	Ferrettivirinae	Bacteria	test
YP_010013103.1	portal_terminase_packaging	0.99938416481	0.000127494335175	0	46.2	386.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_010012974.1	portal_terminase_packaging	0.999383926392	0.000119745731354	0	46.6	390.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009205472.1	portal_terminase_packaging	0.999383807182	0.000122964382172	0	46.6	390.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009187316.1	integrase_recombinase	0.999383091927	0.000353097915649	0	56.6	491.0	50-70	0-0.05	0	0	1	0	Sepvirinae	Bacteria	test
YP_024977.1	portal_terminase_packaging	0.999382376671	0.000113666057587	0	27.8	164.0	20-30	0-0.05	1	0	1	1	Enhodamvirus	Bacteria	test
YP_010012721.1	portal_terminase_packaging	0.999379277229	0.000124990940094	0	46.6	388.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009275691.1	portal_terminase_packaging	0.999379038811	8.49366188049e-05	0	45.5	419.0	30-50	0-0.05	0	0	1	0	Ruthgordonvirinae	Bacteria	test
YP_009274085.1	integrase_recombinase	0.999371349812	-5.25712966919e-05	0	59	341.0	50-70	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_010080421.1	portal_terminase_packaging	0.999367773533	0.000155985355377	0	41.5	333.0	30-50	0-0.05	0	0	1	0	Agmunavirus	Bacteria	test
YP_009168093.1	integrase_recombinase	0.999366939068	0.000187814235687	0	56.6	489.0	50-70	0-0.05	0	0	0	0	Sepvirinae	Bacteria	test
YP_010742755.1	portal_terminase_packaging	0.999365985394	0.000296056270599	0	63.5	707.0	50-70	0-0.05	0	0	0	0	Stanbaylleyvirinae	Bacteria	test
YP_009275714.1	integrase_recombinase	0.999365031719	-6.96182250977e-05	0	35.4	188.0	30-50	<0	0	0	0	0	Ruthgordonvirinae	Bacteria	test
YP_006489041.1	helicase	0.99935978651	0.000345766544342	0	64.9	294.0	50-70	0-0.05	0	0	0	0	Twarogvirinae	Bacteria	test
YP_009907946.1	integrase_recombinase	0.999358594418	0.000201344490051	0	56.9	490.0	50-70	0-0.05	0	0	0	0	Sepvirinae	Bacteria	test
YP_009886036.1	ligase	0.99935823679	-5.59091567993e-05	0	57.4	366.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009600758.1	ligase	0.999357163906	-4.31537628174e-05	0	29.3	262.0	20-30	<0	1	0	1	0	Lacusarxvirus	Bacteria	test
YP_004009768.1	ligase	0.999356210232	3.14712524414e-05	0	51.9	169.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009887254.1	polymerase	0.99934977293	0.000185906887054	0	63.4	672.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009882318.1	polymerase	0.999349653721	0.000185906887054	0	63.4	672.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009593385.1	portal_terminase_packaging	0.999349057674	0.000117361545563	0	46.1	371.0	30-50	0-0.05	0	0	1	0	Vieuvirus	Bacteria	test
YP_009908110.1	integrase_recombinase	0.999348938465	0.000199198722839	0	56.9	490.0	50-70	0-0.05	0	0	0	0	Sepvirinae	Bacteria	test
YP_009908025.1	integrase_recombinase	0.999346792698	0.000198841094971	0	56.9	490.0	50-70	0-0.05	0	0	0	0	Sepvirinae	Bacteria	test
YP_010653941.1	portal_terminase_packaging	0.999346673489	0.000124394893646	0	99.8	1082.0	90-100	0-0.05	0	0	1	0	Powerballvirus	Bacteria	test
YP_009200830.1	ligase	0.999345719814	-5.34057617188e-05	0	34.7	190.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_009845841.1	tail_fiber_receptor	0.999345362186	9.17911529541e-06	0	37.8	136.0	30-50	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009836904.1	tail_fiber_receptor	0.999345242977	0.000326335430145	0	63.9	282.0	50-70	0-0.05	0	0	1	0	Marfavirus	Bacteria	test
YP_009821838.1	portal_terminase_packaging	0.999344646931	0.000294387340546	0	81.4	723.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009180883.1	integrase_recombinase	0.999342858791	0.000266313552856	0	56.9	492.0	50-70	0-0.05	0	0	0	0	Sepvirinae	Bacteria	test
YP_009907866.1	integrase_recombinase	0.999342739582	0.000266194343567	0	56.9	492.0	50-70	0-0.05	0	0	0	0	Sepvirinae	Bacteria	test
YP_009806988.1	integrase_recombinase	0.999342620373	-3.81469726562e-05	0	89.5	778.0	70-90	<0	0	0	1	0	Ruthyvirus	Bacteria	test
YP_009908342.1	integrase_recombinase	0.999342024326	0.000266075134277	0	56.9	492.0	50-70	0-0.05	0	0	0	0	Sepvirinae	Bacteria	test
YP_009836895.1	ligase	0.999342024326	-6.47306442261e-05	0	66.6	678.0	50-70	<0	0	0	1	0	Marfavirus	Bacteria	test
YP_006488860.1	polymerase	0.999341309071	0.000154078006744	0	65.3	668.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010110096.1	integrase_recombinase	0.999340116978	-4.51803207397e-05	0	61.6	338.0	50-70	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_009140132.1	portal_terminase_packaging	0.999338209629	9.53078269958e-05	0	27.3	163.0	20-30	0-0.05	1	0	1	0	Enhodamvirus	Bacteria	test
YP_009204993.1	ligase	0.999337852001	-5.85317611694e-05	0	35.3	196.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_010754315.1	portal_terminase_packaging	0.999337017536	0.000142991542816	0	61.9	604.0	50-70	0-0.05	0	0	1	0	Finkelvirus	Bacteria	test
YP_007002873.1	ligase	0.99933475256	-2.19345092773e-05	0	50.6	286.0	50-70	<0	0	0	1	0	Slopekvirinae	Bacteria	test
YP_009902472.1	portal_terminase_packaging	0.999334394932	0.000147998332977	0	67.4	745.0	50-70	0-0.05	0	0	0	0	Drexlerviridae	Bacteria	test
YP_024418.1	portal_terminase_packaging	0.999330282211	0.000102579593658	0	27.8	164.0	20-30	0-0.05	1	0	1	0	Enhodamvirus	Bacteria	test
YP_006489176.1	ligase	0.999329686165	0.000106871128082	0	52	145.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009145685.1	ligase	0.999328374863	-5.50746917725e-05	0	35.8	200.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_010109363.1	portal_terminase_packaging	0.999327659607	0.000169456005096	0	88.2	1108.0	70-90	0-0.05	0	0	1	0	Luchadorvirus	Bacteria	test
YP_009902560.1	portal_terminase_packaging	0.999326944351	0.000148117542267	0	67.4	745.0	50-70	0-0.05	0	0	0	0	Drexlerviridae	Bacteria	test
YP_010681548.1	ligase	0.999325633049	-3.6358833313e-05	0	63.9	555.0	50-70	<0	0	0	1	0	Heleneionescovirinae	Bacteria	test
YP_009333215.1	polyprotein	0.999325156212	0.000114977359772	0	27.8	490.0	20-30	0-0.05	1	0	1	1	Riboviria	root	test
YP_009152754.1	portal_terminase_packaging	0.999324679375	0.000107109546661	0	27.8	164.0	20-30	0-0.05	1	0	1	0	Enhodamvirus	Bacteria	test
YP_008430667.1	portal_terminase_packaging	0.999322295189	0.000228404998779	0	99.8	1222.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009153029.1	portal_terminase_packaging	0.999320983887	0.000109612941742	0	27.8	164.0	20-30	0-0.05	1	0	1	0	Enhodamvirus	Bacteria	test
YP_009850262.1	protease	0.999320864677	0.00239372253418	0	39.5	105.0	30-50	0-0.05	0	0	1	0	Marfavirus	Bacteria	test
YP_010060804.1	portal_terminase_packaging	0.999320149422	0.00022029876709	0	96.9	1192.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_010050877.1	portal_terminase_packaging	0.999319314957	8.60095024109e-05	0	47	426.0	30-50	0-0.05	0	0	1	0	Ruthgordonvirinae	Bacteria	test
YP_004009537.1	portal_terminase_packaging	0.999318957329	0.000811517238617	0	65.3	205.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010104321.1	portal_terminase_packaging	0.999317169189	0.000167906284332	0	88.3	1103.0	70-90	0-0.05	0	0	1	0	Luchadorvirus	Bacteria	test
YP_009277122.1	ligase	0.999316334724	-4.76837158203e-07	0	44.5	280.0	30-50	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_009601877.1	integrase_recombinase	0.999316096306	0.000260472297668	0	56.9	492.0	50-70	0-0.05	0	0	0	0	Sepvirinae	Bacteria	test
YP_008859034.1	portal_terminase_packaging	0.999314665794	0.000206708908081	0	98.2	1208.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009607652.1	portal_terminase_packaging	0.999311566353	0.000210762023926	0	98.1	1206.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009606890.1	ligase	0.999311327934	-6.15119934082e-05	0	34.6	190.0	30-50	<0	0	0	1	0	Ounavirinae	Bacteria	test
YP_010107682.1	integrase_recombinase	0.999310970306	-6.103515625e-05	0	59	342.0	50-70	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_010050945.1	portal_terminase_packaging	0.999310612679	3.71932983398e-05	0	44.2	411.0	30-50	0-0.05	0	0	1	0	Ruthgordonvirinae	Bacteria	test
YP_009887194.1	tail_fiber_receptor	0.999310493469	3.32593917847e-05	0	61.3	247.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010110061.1	ligase	0.999310016632	0.000106036663055	0	36.8	81.0	30-50	0-0.05	0	0	1	0	Frickvirinae	Bacteria	test
YP_009882258.1	tail_fiber_receptor	0.999309778214	3.30209732056e-05	0	61.3	247.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009324397.1	portal_terminase_packaging	0.999309539795	0.000143945217133	0	40.2	325.0	30-50	0-0.05	0	0	1	0	Galunavirus	Bacteria	test
YP_004934173.1	portal_terminase_packaging	0.999307751656	0.000152409076691	0	49.2	454.0	30-50	0-0.05	0	0	1	0	Coetzeevirus	Bacteria	test
YP_009886122.1	polymerase	0.999306559563	0.000208020210266	0	65.2	685.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009881545.1	tail_fiber_receptor	0.999306559563	1.07288360596e-05	0	59.7	247.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009198781.1	portal_terminase_packaging	0.999304413795	0.000194787979126	0	96.2	1207.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_009886367.1	polymerase	0.999303340912	0.000200271606445	0	64.6	680.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010748058.1	helicase	0.999303221703	0.000660300254822	0	75.6	715.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009889722.1	polymerase	0.999303221703	0.000211477279663	0	65.2	685.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009882220.1	tail_fiber_receptor	0.999302983284	0.000156104564667	0	44	177.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009887158.1	tail_fiber_receptor	0.999302506447	0.000155985355377	0	44	177.0	30-50	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_004009714.1	polymerase	0.999301791191	0.000168859958649	0	70.4	764.0	70-90	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009833060.1	ligase	0.999301552773	-6.11543655396e-05	0	33	200.0	30-50	<0	0	0	1	0	Ackermannviridae	Bacteria	test
YP_010013353.1	portal_terminase_packaging	0.999300956726	0.000111043453217	0	36.8	279.0	30-50	0-0.05	0	0	1	0	Lclasvirinae	Bacteria	test
YP_009885193.1	ligase	0.999300837517	-5.9962272644e-05	0	57.4	367.0	50-70	<0	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009616024.1	portal_terminase_packaging	0.999300718307	9.87648963928e-05	0	88	1382.0	70-90	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_010102967.1	integrase_recombinase	0.999300479889	-6.79492950439e-05	0	58.3	341.0	50-70	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_009886866.1	polymerase	0.999300122261	0.000209450721741	0	64.6	680.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_009637912.1	portal_terminase_packaging	0.999298214912	0.000232934951782	0	96.2	1190.0	90-100	0-0.05	0	0	1	0	Benedictvirus	Bacteria	test
YP_010655613.1	portal_terminase_packaging	0.999297857285	0.00101053714752	0			no_hit	0-0.05	1	0	1	0	Zukovirus	Bacteria	test
YP_004010314.1	portal_terminase_packaging	0.999297499657	0.000133693218231	0	74.7	946.0	70-90	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
YP_010748027.1	helicase	0.999296784401	0.00069123506546	0	76.3	719.0	70-90	0-0.05	0	0	1	0	Guernseyvirinae	Bacteria	test
YP_009147627.1	portal_terminase_packaging	0.999295830727	0.000377058982849	0	52	184.0	50-70	0-0.05	0	0	1	0	Ackermannviridae	Bacteria	test
YP_010114965.1	integrase_recombinase	0.999294877052	-6.50882720947e-05	0	59	342.0	50-70	<0	0	0	1	0	Frickvirinae	Bacteria	test
YP_009885276.1	polymerase	0.999294519424	0.000209927558899	0	64.8	684.0	50-70	0-0.05	0	0	1	0	Twarogvirinae	Bacteria	test
